[  345548ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  350763ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  355980ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  361197ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  366414ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  371630ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  376847ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  382064ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  387281ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  392497ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  397714ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  402931ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  408146ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  413363ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  418581ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  423798ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  429014ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  434231ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  439448ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  444664ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  449881ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  454438ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  454622ms] [LOG] [Fast Refresh] done in 256ms @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  455098ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  460315ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  463735ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  463768ms] [LOG] [Fast Refresh] done in 95ms @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  465531ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  470747ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  475965ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  481181ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  486398ms] [WARNING] You are trying to animate backgroundColor from "transparent" to "#5227FF". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
[  491615ms] [WARNING] You are trying to animate backgroundColor from "#5227FF" to "transparent". "transparent" is not an animatable value.. For more information and steps for solving, visit https://motion.dev/troubleshooting/value-not-animatable @ http://localhost:3000/_next/static/chunks/0ly8_next_dist_1tgaskt._.js:2477
